Store ID,Product ID,mean_sales,std_sales,mean_price,mean_inventory,mean_discount,promo_rate,revenue,turnover,cv_sales,cluster,segment
S001,P0001,137.3064295485636,108.18785893813579,55.05737346101232,272.8248974008208,9.96580027359781,0.4774281805745554,5526163.631655267,0.5032767568380675,0.7879300284322888,1,B
S001,P0002,131.03830369357044,104.31321989990398,55.45325581395349,272.66347469220244,9.78796169630643,0.4897400820793434,5311811.921162791,0.4805862018794182,0.7960513602483564,0,C
S001,P0003,141.4404924760602,107.21122514209723,54.33708618331054,274.5430916552668,10.451436388508892,0.5116279069767442,5618074.351751027,0.5151850357016508,0.7579952760716206,2,A
S001,P0004,140.90424076607388,113.6441170415594,55.605991792065666,275.90697674418607,9.630642954856361,0.5198358413132695,5727472.760574556,0.5106947364245765,0.8065343982813751,1,B
S001,P0005,133.1299589603283,107.36887290250596,53.894103967168256,269.3255813953488,9.555403556771546,0.4842681258549932,5244866.40987688,0.49430862924567115,0.8064967024777724,0,C
S001,P0006,130.6730506155951,109.01526133639567,55.2903830369357,272.95348837209303,9.801641586867305,0.478796169630643,5281447.968454172,0.4787374266397366,0.8342597101914242,0,C
S001,P0007,137.8235294117647,111.19889766930544,54.703529411764706,278.4117647058824,9.993160054719562,0.5116279069767442,5511325.8847058825,0.49503486160997245,0.8068208537679012,1,B
S001,P0008,137.1326949384405,108.69904492649799,55.131668946648425,269.9247606019152,9.678522571819425,0.4897400820793434,5526619.021887825,0.5080404429465576,0.7926559379241653,1,B
S001,P0009,131.43638850889192,107.08680253328265,55.40010943912449,270.5280437756498,10.27359781121751,0.4911080711354309,5322842.514911082,0.48585125103663096,0.8147424297650876,0,C
S001,P0010,132.3611491108071,105.91637083958466,56.620465116279064,274.8864569083447,10.39671682626539,0.4856361149110807,5478369.722790697,0.48151207811209207,0.800207398856261,0,C
S001,P0011,132.4924760601915,109.90265124887547,54.38160054719562,269.1942544459644,9.60328317373461,0.5198358413132695,5266966.77619699,0.492181663880151,0.8295010744530622,0,C
S001,P0012,128.39124487004105,102.24027638373987,54.03842681258549,266.76333789329686,10.047879616963064,0.4952120383036936,5071722.510068399,0.4812926914319706,0.7963181328074865,0,C
S001,P0013,132.87414500683994,109.16111268388767,54.802900136798904,263.73050615595076,9.897400820793434,0.4719562243502052,5323060.4931874145,0.503825465410012,0.8215376488651603,0,C
S001,P0014,136.62106703146375,110.66719227478023,55.52217510259918,270.89603283173733,9.658002735978112,0.5034199726402189,5544999.62749658,0.5043302613306401,0.8100302148078937,1,B
S001,P0015,137.88645690834474,112.80404622056196,54.64704514363885,277.484268125855,10.259917920656635,0.4829001367989056,5508148.915253078,0.4969163039030571,0.8180937326973639,1,B
S001,P0016,132.9329685362517,107.53893029050003,55.88120383036936,265.3939808481532,9.96580027359781,0.5143638850889193,5430200.101012312,0.5008891615078117,0.808971103817436,0,C
S001,P0017,136.44870041039673,108.96537609105432,55.53049247606019,285.6511627906977,9.719562243502052,0.45554035567715456,5538833.441532147,0.47767598450273213,0.7985812672698178,1,B
S001,P0018,138.81668946648426,109.09711293085292,55.28614227086183,282.5526675786594,10.116279069767442,0.5143638850889193,5610161.286935704,0.4912949173549717,0.7859077561217392,1,B
S001,P0019,134.73050615595076,109.54662427486042,55.11626538987688,277.1422708618331,10.136798905608755,0.5088919288645691,5428290.745718194,0.4861420300013328,0.8130795868016709,1,B
S001,P0020,138.3638850889193,111.24549679398355,55.541367989056084,276.0218878248974,9.493844049247606,0.48700410396716826,5617676.123885089,0.5012786709751601,0.8040067444079922,1,B
S002,P0001,145.00547195622434,113.5742710234577,53.701709986320104,278.343365253078,10.389876880984952,0.49794801641586867,5692327.556839945,0.5209589667222033,0.7832412769757033,2,A
S002,P0002,128.78659370725035,106.05093573707896,56.036757865937076,266.42544459644324,9.952120383036936,0.5389876880984952,5275468.495772914,0.48338698994131146,0.8234625412808676,0,C
S002,P0003,133.00547195622434,111.33821100723073,55.012941176470584,273.89603283173733,9.801641586867305,0.5143638850889193,5348743.231764706,0.48560568979812,0.83709496586633,1,B
S002,P0004,138.4268125854993,108.64648488267214,54.794582763337885,272.05882352941177,10.246238030095759,0.4801641586867305,5544663.82982216,0.5088120678818353,0.7848659002790132,1,B
S002,P0005,132.5718194254446,104.43645888526372,56.30813953488372,271.0902872777018,10.253077975376197,0.4993160054719562,5456821.802325581,0.4890319780790949,0.787772690590525,0,C
S002,P0006,133.26675786593708,105.04498046477056,54.17949384404925,270.12448700410397,9.90424076607387,0.4897400820793434,5278057.93129959,0.49335311783086283,0.7882309298050388,0,C
S002,P0007,137.62106703146375,112.77169344850438,54.6489876880985,274.86046511627904,9.733242134062927,0.5129958960328317,5497742.810410397,0.5006942958247688,0.8194362671430373,1,B
S002,P0008,128.8987688098495,106.8498402822629,55.95887824897401,268.76607387140905,9.890560875512996,0.5348837209302325,5272725.303009576,0.4795946413665329,0.8289438391757409,0,C
S002,P0009,144.1532147742818,112.42161860021477,55.47526675786593,282.94801641586866,10.21203830369357,0.5116279069767442,5845761.70987688,0.5094689003311819,0.779875903400746,2,A
S002,P0010,135.44733242134063,112.86893066737879,54.85242134062928,272.5485636114911,9.863201094391245,0.4829001367989056,5431047.941778386,0.4969658640887805,0.8333049359456823,1,B
S002,P0011,135.62927496580028,108.68977175552503,57.95499316005472,269.3488372093023,10.03419972640219,0.5034199726402189,5745947.796853625,0.5035450546994831,0.8013739790537979,1,B
S002,P0012,140.25718194254446,111.77827643111473,52.90084815321477,271.63064295485634,10.027359781121751,0.4993160054719562,5423818.159452803,0.5163525750143533,0.7969522478849179,2,A
S002,P0013,134.22161422708618,106.21054367142533,55.17993160054719,277.5512995896033,10.30095759233926,0.4856361149110807,5414034.168919289,0.48359209423825716,0.7913073038425121,0,C
S002,P0014,134.406292749658,105.0137912081489,55.67681258549931,272.16279069767444,10.294117647058824,0.4801641586867305,5470302.513337893,0.49384521816929794,0.7813160311157835,0,C
S002,P0015,130.78796169630644,104.00118633453319,54.904705882352935,269.6867305061559,9.521203830369357,0.47332421340629277,5249219.310588235,0.4849625395021838,0.7951892894854272,0,C
S002,P0016,138.24760601915185,108.40938507185744,55.531792065663474,285.46648426812584,10.12311901504788,0.466484268125855,5611987.374363885,0.4842866453257682,0.7841682629704212,1,B
S002,P0017,132.31053351573186,106.46327110498018,53.28300957592339,274.2147742818058,9.986320109439124,0.5294117647058824,5153479.403173734,0.48250694683488726,0.8046469791637685,0,C
S002,P0018,140.19425444596442,111.48600511636609,54.40798905608755,272.02599179206567,10.068399452804378,0.5102599179206566,5575839.534445965,0.5153708052763124,0.7952252077444196,2,A
S002,P0019,131.82626538987688,107.4316025524728,54.48688098495212,267.09986320109437,10.328317373461012,0.5006839945280438,5250628.286114912,0.4935467349551857,0.8149483885835896,0,C
S002,P0020,144.10807113543092,113.53653966400911,56.87057455540356,276.30916552667577,9.911080711354309,0.49247606019151846,5990916.935389877,0.5215464744383164,0.7878569102303016,2,A
S003,P0001,129.4391244870041,106.35729419659694,56.07571819425444,274.6812585499316,9.96580027359781,0.49794801641586867,5305884.455540355,0.4712339137017411,0.8216781024911474,0,C
S003,P0002,142.74965800273597,111.97201942201693,53.98410396716826,282.2831737346101,9.870041039671683,0.5047879616963065,5633241.248974008,0.5056966595428134,0.7843943095112064,2,A
S003,P0003,126.6155950752394,102.90707992614607,55.43459644322846,270.2065663474692,10.068399452804378,0.46101231190150477,5130804.508399453,0.46858815012074667,0.8127520141969486,0,C
S003,P0004,132.2298221614227,104.88645778759336,55.08593707250342,269.93570451436386,10.45827633378933,0.4746922024623803,5324606.67742818,0.4898567323626744,0.7932133317062978,0,C
S003,P0005,144.1969904240766,109.33996019314995,54.43176470588236,277.56634746922026,9.781121751025992,0.48153214774281805,5737543.454117647,0.5195045859803549,0.7582679768252183,2,A
S003,P0006,139.7715458276334,114.09931295432166,56.278796169630645,277.81942544459645,10.3625170998632,0.5143638850889193,5750173.441039672,0.5031021340712801,0.81632718790296,1,B
S003,P0007,138.8016415868673,110.78787727331068,56.67221614227086,279.9753761969904,10.136798905608755,0.4897400820793434,5750189.738659371,0.49576374705612186,0.798174113841265,1,B
S003,P0008,133.87688098495212,109.75859512814928,54.294993160054716,277.187414500684,10.307797537619699,0.5075239398084815,5313525.210615595,0.4829832596336071,0.8198472680319333,1,B
S003,P0009,140.46785225718193,112.71413711169038,54.2072366621067,280.16005471956225,10.424076607387141,0.506155950752394,5566107.47493844,0.5013842976215471,0.8024194525685677,1,B
S003,P0010,136.00820793433653,109.32285947490756,55.109726402188784,265.29138166894666,10.424076607387141,0.5253077975376197,5479119.218358413,0.5126748071449198,0.803796043895289,1,B
S003,P0011,138.703146374829,108.62368483850555,56.45790697674419,274.6333789329685,9.72640218878249,0.45143638850889195,5724380.104186047,0.5050483918368974,0.7831378571972893,1,B
S003,P0012,137.52257181942545,111.9082328160302,54.289179206566345,276.7674418604651,10.150478796169631,0.4637482900136799,5457636.896456908,0.4968885461923615,0.8137444736197323,1,B
S003,P0013,147.03009575923392,112.60350695220833,55.95893296853625,285.26128590971274,9.972640218878249,0.506155950752394,6014410.156525308,0.5154225372375626,0.7658534558570912,2,A
S003,P0014,143.89603283173736,113.02368583435276,55.805362517099866,290.8659370725034,9.835841313269494,0.5170998632010944,5870054.472448701,0.49471599968018515,0.7854538002900698,2,A
S003,P0015,138.3296853625171,108.01200812129186,54.266142270861835,279.2722298221614,10.088919288645691,0.4952120383036936,5487338.040287278,0.4953220212786802,0.7808302884390109,1,B
S003,P0016,141.7797537619699,111.65492057297993,53.48001367989056,277.9876880984952,10.218878248974008,0.4856361149110807,5542722.097797537,0.5100217017947041,0.7875237303658622,2,A
S003,P0017,143.0451436388509,107.77586782433052,54.51012311901505,277.15047879616964,9.753761969904241,0.5129958960328317,5699905.534062928,0.5161280769211786,0.7534395442073485,2,A
S003,P0018,132.02051983584133,108.30291545553044,54.79538987688098,269.781121751026,10.0,0.478796169630643,5288138.690848153,0.4893615942396431,0.8203491062616467,0,C
S003,P0019,142.9876880984952,111.19987489640695,54.95452804377565,277.96853625170996,9.917920656634747,0.49658002735978113,5744067.089247607,0.5144024213194223,0.7776884595812779,2,A
S003,P0020,137.55403556771546,108.505985035326,55.59103967168263,272.6511627906977,10.642954856361149,0.5417236662106704,5589790.221067032,0.5045055893391133,0.7888244397010831,1,B
S004,P0001,138.53625170998632,110.96888240446259,54.69290013679891,270.7879616963064,10.478796169630643,0.49658002735978113,5538749.996853625,0.5116041748759763,0.8010097070964961,1,B
S004,P0002,130.44870041039673,103.44434561018655,56.290109439124485,269.37482900136797,9.815321477428181,0.47606019151846785,5367712.255896033,0.48426462447883084,0.7929887019552252,0,C
S004,P0003,129.18741450068399,107.45779244176163,54.895294117647055,272.0232558139535,9.575923392612859,0.493844049247606,5184091.995294117,0.47491312503457395,0.8317976859982185,0,C
S004,P0004,131.07250341997263,107.11691958827265,56.54269493844049,270.1846785225718,9.96580027359781,0.5034199726402189,5417581.772831737,0.48512189564821145,0.8172341016868861,0,C
S004,P0005,137.22161422708618,107.08327382082236,56.51782489740082,270.4500683994528,9.924760601915185,0.5266757865937073,5669246.497633379,0.507382434913682,0.7803673963754114,1,B
S004,P0006,141.10396716826264,108.43642224442635,52.69305061559508,273.59781121751024,10.068399452804378,0.4829001367989056,5435130.0918467855,0.5157349999999999,0.7684859924251376,2,A
